"index","Att00","Att01","Att02","Att03","Att04","Att05","Att06","Att07","Att08","Att09","Att10","Att11","Att12","Att13","Att14","Att15","Att16","Att17","Att18","Att19","Att20","Att21","Att22","Att23","Att24","Att25","Att26","Att27","Att28","Att29","class"
"10","84.92028868276833","-29.667542199945768","-67.62501017047485","-70.165331137125","0","-88.84666390665453","-3.1076671185638496","-2.490218258857134","-7.481709034271899","-7.450749868528493","-20.3970364090162","QQNT","20183","-3.3096077125900254","1.8994031623036363","-49.22551991229573","PWEH","-10.1490710911019","-16.804783603136556","-1.1251813837593925","20.338635192935264","-997","17.281197301163612","-5.0041583571752275","null","ASCZ","1","19.255437175071467","-68.89287163482696","62.14874890463453","2"
"11","58.546191702899904","-29.372466390128814","-86.22511929683591","-119.0395701722843","0","-57.492025021372854","-1.123761332837719","-0.8429834966253713","-9.802435265747532","-7.440693732458677","-37.536697800858974","NAAU","20569","-7.486651360044206","1.9027619654199999","null","XCYU","44.11579123168992","-28.51029396620609","4.735041585493868","14.02196875977597","-578","38.86178245296878","-1.8095502029796007","null","ASCZ","1","25.238689690567014","76.13665921174632","44.64943356678969","2"
"12","18.789553283057106","65.91138969767954","-74.39693384915314","-38.927656351621856","1","-267.67546126982853","3.1593800625985384","3.5798351902886125","2.121365780118238","0.9085997458192476","13.798409837707464","AQDH","-25209","0.6781234786138325","5.9517991221963635","null","YNCP","102.02787223831193","-9.323277330335909","-2.754726345078873","4.500148028110303","-784","16.216253986430974","5.087429747318492","null","ASCZ","0","-43.01028678211385","91.97419555114676","38.23042468905958","0"
"13","-291.83736166842357","-114.57796857621443","20.85304161280306","-27.256820014326017","1","93.56582432907966","1.0402922828644725","-9.22120190064477","-25.45529255956719","11.69930538172491","-21.181653580038887","NAAU","-11928","5.430616223226226","8.915942872387273","80.77238459879473","PWEH","-67.35417953852557","-6.5280809571785126","15.364427919935508","-69.89582497553612","-758","12.118037020633723","1.6751431612813485","0.414737289899869","CDJW","1","-31.383926756104604","-19.291916636847198","-60.17433113062228","0"
"14","142.40802858233138","98.39707850841229","-25.670182647595798","-6.561033965787646","1","-39.77834757525881","-1.702565680390114","2.757081507192992","15.72158916343225","-3.5523000997261884","28.65274111820613","USGL","-1436","0.692391158616626","3.682927617092727","10.298294458259946","ZFBS","61.413870901923445","-1.5713851017451068","-8.063752203700947","34.10710192826815","1305","7.293972484747093","-2.7415768655753685","null","ASCZ","0","32.753601097741345","17.6397418521143","-129.48289568414035","1"
"15","97.35219609253586","48.69515884334202","-41.52119714098267","12.068483650424353","1","129.1854091410452","-1.3166760331620675","3.010311674354562","-13.683303736765083","-2.742138640113002","23.665729551187834","QQNT","-13047","8.059003711165087","4.084304589498181","null","YNCP","-6.788368345361498","2.8904339632777054","-4.841582136077558","23.316110110668525","-405","1.3431635605045529","-2.1201934195851724","-1.1631909699331424","ASCZ","0","-40.18942596734972","23.113852182887513","-97.4299529295182","1"
"16","119.75296264019646","-34.345588505914876","-52.7136473381787","-1.190203813106477","0","14.93343357931227","4.118679841114781","-1.0373908019181366","2.2821163157396467","-1.1951639000751353","6.074695762468345","NAAU","9340","-3.9026229507519843","4.965990407543637","null","YNCP","-51.33944706512421","-0.28505698182759087","-6.582853536687412","28.681153328514124","1149","4.402953983548982","6.63215375428255","-2.858817701163316","ASCZ","1","-10.94295910805294","-8.748990725574814","12.22838226062535","2"
"17","132.72848243322517","51.77812403526477","-31.465772099100256","-18.989612599058994","1","126.8398279569757","1.6518043715115072","-2.1745201303678456","-0.4958870163169345","-7.563196651961607","-42.998783398297036","NBAE","28897","-4.448300463062382","1.8624563280236364","-66.16189048247975","VVQP","7.546932416859929","-4.548062772068002","-4.347686779143781","31.788824859106466","-257","2.539947914371583","2.659837857388603","null","ASCZ","1","33.400894990237084","118.52576349532025","117.80526945729545","2"
"18","225.6236594656945","-102.05686303379277","2.3057665678499024","11.565983259479331","0","-153.2928173758688","-2.599190715313262","8.715563659492336","-2.804995600928519","-6.928967585444415","1.9819213654357861","NAAU","22791","-11.102098779848777","2.1378781835654546","-165.1272996726359","XCYU","135.15038008542976","2.7700837818780113","10.047955956340587","54.03746704053505","-368","6.658008787045867","-4.185378112806996","null","ASCZ","1","30.19407584861727","65.86353879156015","81.51586730174502","2"
"19","-146.0617457183825","111.67398087068273","-71.09049005838126","-44.58930764406919","0","266.5144742558588","3.1242666145160305","2.5218676429143154","-7.024239018156033","-8.835982245963315","-46.007919242340485","NAAU","-1456","-3.007363961336343","1.4778733711999998","-44.7300911220172","XCYU","-68.71621114818647","-10.679257887458299","-15.311741819288534","-34.98217690835826","-244","16.71907576709523","5.030887895193569","1.5841676275219618","ASCZ","0","12.599499070446772","-148.77530278220408","-11.56230814063349","2"
"20","133.9094609826416","55.04801581598882","2.514509460414977","-24.75951492149977","1","-281.6926898252593","3.5714811359050067","6.806551546299438","9.979403322702527","3.1773449489529746","4.490324130199985","NBAE","-8068","-6.732976636079508","6.982951678919999","-100.14306958723536","PWEH","5.27038282361836","-5.929969739062262","3.992482237415204","32.07167236539546","641","-6.6812096664974785","5.751020457426613","null","ASCZ","0","12.883803812744782","152.13238406747575","10.73795619118817","1"
"21","66.4450591836443","-37.941321606313394","-64.28464511557546","-21.79239919292629","1","29.637448080815297","1.3424191942304529","7.039697328682117","-16.005314818398496","10.065409855438013","-7.082725761276718","NBAE","-2448","-4.8210646638199846","8.736246905661817","-71.7062066614581","PWEH","9.498636874355917","-5.219337622943622","11.760027734986487","15.913768547790573","59","-2.7566767613317764","2.161646654338321","null","ASCZ","0","16.189856833343477","90.30028719792989","-9.08457123731957","2"
"22","-266.713790769004","-107.31330974922166","-67.70955938022071","77.13528857451394","1","180.05172601177844","-1.5169896752294778","-10.180057531214361","-27.3271477045961","12.514715197671967","-10.297319221365079","NBAE","2473","6.754836921436786","8.976401328481817","100.46820900120566","YNCP","19.83078956213322","18.474106964975864","-7.466433324275279","-63.87866286748002","83","-26.938644221366452","-2.4427508711281423","null","CDJW","0","-1.3307643837283367","33.16575645392765","44.81498941480298","0"
"23","59.5165444378384","61.32855298764675","96.59276666471783","20.316857474888206","1","-16.005129833525146","-3.393918373015864","5.321557094870175","-22.37407387748763","4.053706227930649","-12.810104869064684","QQNT","-26700","11.023495230578778","7.276846951601818","163.95818812958254","YNCP","-99.85227200796344","4.8659414532516285","-1.4805902738249574","14.254370822822485","406","-11.77670796159466","-5.465097882731595","null","CDJW","0","-7.902833859570278","-85.94164176207259","-26.183564519928396","1"
"24","243.74651443782952","-114.85621801002803","-26.777826943103648","-50.522006858952935","0","61.49347167910396","-2.8703583727623965","-5.528582204460627","10.029488123287997","-9.220256639126838","-11.323901265587079","NBAE","53349","-9.36847759763161","1.3586358605690907","null","XCYU","51.33816585391483","-12.100155143594368","-9.671798304343723","58.377939048463126","521","-40.44026085628589","-4.6220290948616025","-0.9965079208928095","ASCZ","1","52.51257059581753","-135.23125691539585","59.08222681198239","2"
"25","44.60620704829269","4.898484384407786","-38.481992422764115","-21.980220211720216","1","64.62500679781468","2.109525959046523","3.7961673904822493","7.493648350144375","-1.9152589455177664","-10.648403793504729","AQDH","806","-4.27390633452599","4.573010442929091","-63.568035744288615","YNCP","17.375100843118332","-5.264321256966302","1.9248352759744416","10.68330532748005","101","7.100101364129","3.396889549263948","null","ASCZ","0","7.908030169877717","-37.16703507019476","68.64762424873025","0"
"26","-136.4745397769546","51.567222493800294","-108.06334386253579","-79.13021570403168","0","401.8324230456059","0.5627499906640377","-3.3995982383801464","3.1125001051072916","2.5821547263619444","-8.013485258329487","NAAU","5114","2.287779683654381","6.720965035843636","34.0273392354838","PWEH","-40.97369821909452","-18.951897323437294","0.18838631027022545","-32.68601556474038","1223","-1.156851872612196","0.906174941311967","null","CDJW","0","-19.259542467219944","25.84775224450549","-33.67570480143828","0"
"27","-169.21172307160265","-103.26236555668984","-11.73102852309899","24.05881022011515","1","-18.64287943075976","-1.6498239862919664","-4.510122185707869","-12.387086772321314","1.0944634482434348","4.808868517756853","QQNT","-1130","1.7638827210847103","6.064319026594545","null","PWEH","55.42928280239368","5.762149097648106","10.500382598048546","-40.52665810849575","475","-42.21756401145374","-2.656648918268453","null","CDJW","1","-24.460383693990572","-41.379469849634006","12.840345733222438","0"
"28","-61.258378775891536","4.412180864043781","56.20967687764975","29.2095359646078","0","-46.1657003826842","-11.132681187126309","-2.1161214888945605","-4.8352175528166565","-10.644789956624075","-6.462802897086103","NBAE","2352","9.801576060810888","1.0076409349090907","145.78394766180412","YNCP","104.38785722588483","6.995761625837337","6.37077718510231","-14.671544783459048","-13","-15.566078577185133","-17.926533787206512","null","CDJW","1","3.680241613782438","140.30106199957646","129.34285329532386","0"
"29","-6.579173519253266","-27.390190149222583","-51.26839434626772","59.21724301422084","1","51.613172416279966","4.936679282861114","6.399211893450307","-3.7905130187004157","-3.740868369485958","19.559348420050448","NAAU","-12636","-3.9837068810533305","3.605675145416363","-59.251748070340554","YNCP","-41.57490289776204","14.18268735144327","0.7886561758829554","-1.575729571280469","-828","0.1347625579763054","7.949347194380238","1.1552810379467384","ASCZ","0","-28.418893678918543","-96.97091136889364","-44.21226739652203","1"
"30","-59.471463615604385","-42.77527225204671","-9.807902971636974","13.597224949508497","0","549.325061021665","4.67764318505545","-5.838760742380681","-6.860321790835642","5.537223361966458","-22.99127864842046","QQNT","9913","3.8681515683939294","7.752117592567272","null","XCYU","-31.98773628687271","3.256571574259407","8.205894184117865","-14.243573845894625","-688","5.20206869537431","7.5322312021618325","null","CDJW","1","-26.860062921858137","-83.05939010409845","20.543495993755","0"
"31","-91.83816551653737","-76.16787363575096","-1.2687076446952568","17.15169693520755","0","210.9219795341048","-0.9059919930460002","-3.8046182534941817","-8.624965528275549","-1.7100470135227333","-4.142561924163431","NAAU","1636","4.679232159528282","4.690568552001818","69.59665792622198","PWEH","78.10028675818579","4.107877077633266","-18.701606128606258","-21.995485109652947","563","8.943532677361375","-1.4588845042161918","null","CDJW","1","-39.87409938276039","33.77267012152397","61.06168356604222","0"
"32","27.738676817675046","-85.0329140255763","3.6330554257100305","9.954518709001523","0","27.171036759383572","-0.09075421468080956","3.4269827086563436","-10.087766109050468","-4.876505158202059","-21.745331459385053","LCAS","15350","-7.336254662159424","3.08506066238","-109.1159379947142","VVQP","-62.26275726813846","2.3841337319597415","12.676356491628722","6.643486936754862","105","21.34883680890849","-0.14613806579570987","null","ASCZ","1","16.54607353078399","42.29134536254233","68.60830324010573","2"
"33","-130.99357580604183","81.95330456073037","31.898674716322365","8.701449850297882","0","-410.23207739701417","8.556333467711879","4.883341321103364","21.571240985518973","5.2750071674080035","3.5636172892423175","LCAS","-35388","-6.652899357939601","7.698376742705454","-98.95203850684378","ITRV","12.754925207537399","2.0840204043508272","-8.470672627872332","-31.373310103664423","657","-19.710924158965874","13.777938883304751","-0.16519657689617412","ASCZ","0","-2.417030565140167","33.84899393842816","11.878815072296478","0"
"34","130.00096992236644","103.97492852746558","-108.59070440454379","-83.02467253529983","1","46.810721858803504","-3.4267684676486603","-4.559087521428224","-1.2000944684389072","-8.09574094387263","-5.3862184803387","AQDH","27100","0.632969040124811","1.7045925815545453","9.414478329260016","XCYU","-23.12636621087956","-19.884630102440603","16.74425229242495","31.135578352258694","-51","-16.166814609856285","-5.517995142740148","null","ASCZ","1","10.42391094552015","-58.60198449132918","-22.39436169009418","2"
"35","216.08098399095843","-41.95813864819453","-0.26701261180272523","16.493476332086573","1","-2.6564622568501246","-2.966215002197893","0.6913952150921235","-7.316980456641","-4.847034110136108","-24.86453033814589","NBAE","17951","0.22282245769755038","3.10353407952","3.3141545103886934","YNCP","96.75702935374085","3.9502314908554186","-1.3900313877446695","51.75197086222766","612","-15.380102908074614","-4.776383385388693","null","CDJW","1","26.87776357309273","0.10299458430078615","181.08401417467763","2"
"36","70.16182957166099","0.4144354505200281","55.90906642124646","14.882913224775757","0","120.95702003393943","6.7934779865371215","7.2249265428898255","-22.13400309231946","-10.452290332739679","-63.033422928568875","NBAE","-17492","-2.079854596835258","1.0479465723054546","-30.934761084138273","YNCP","85.87269058233049","3.5644973389754866","-4.275943000928307","16.803944949570926","-20","22.67355362305214","10.939279640840725","null","ASCZ","0","2.7852052152419176","-14.746743903446585","56.503370164918934","2"
"37","69.94045796707906","29.181710003807247","-26.54925626815808","-30.98698086815672","0","-21.160793687042137","-6.4118535230905","2.6771574914244924","0.048080040064024755","10.571215568068617","28.620206123583706","LCAS","4660","2.137190407535764","8.781590747732727","31.78754647033036","PWEH","36.250819397490105","-7.42146441219294","1.7310691211731664","16.750925860993803","-313","-34.116642912458836","-10.324764258336867","1.8099732329660543","ASCZ","0","28.295071847662953","-180.6525393335331","-96.01487672110777","1"
"38","289.62095412446325","-128.89306240980815","-8.611363195476438","3.388029260446816","0","41.503154410455096","4.700796676166786","-3.159977755898991","-7.107783692196835","0.7892525876235774","-17.846612464588347","LCAS","16668","-1.3639052173628334","5.879584855194545","-20.28607293256419","YNCP","9.320947316127368","0.8114420275682097","7.378500834604812","69.36498946879549","-1459","5.202473671713067","7.5695143897176855","null","CDJW","1","-23.396400478816293","-70.37974260243158","181.34287236668482","2"
"39","13.084466892802409","-119.97127477577442","-8.584315785226615","39.697420937148856","1","161.27065997113942","-7.26882882679526","-3.4664842316067968","-15.02626871667521","-4.995699596191309","25.714356689339954","NAAU","9676","9.22206361140424","3.026281607843636","137.16455705875111","XCYU","-5.57325428139954","9.507637997855014","-12.577932596200977","3.1337646509996775","-827","-19.70758950207135","-11.704719048960895","2.1245267956229035","CDJW","1","-62.41153423247237","10.499143474232925","78.13429914602263","0"
"40","48.324059649028676","-31.71320222443792","-2.4583772952629497","-64.9883614428479","1","226.95098572060422","-4.513500180726029","3.26568264080359","-11.16527939941506","3.7382288499518834","-40.56262515243693","LCAS","1363","4.043202655868462","7.184479865901818","60.136659728214276","PWEH","-30.43203869103215","-15.564885579106692","-8.48215797545828","11.573740922087472","639","15.157526616473453","-7.2679179551025666","null","CDJW","0","7.944780332468817","3.276210765884011","174.36686738167958","2"
"41","-223.30023421223785","105.59525123349238","188.38026446589294","3.929179702093926","1","-169.07680328640188","-7.24915171253106","-1.2014959033318686","-6.6393894858697395","-1.5309920885502357","-19.189684709321448","AQDH","-38208","15.984881946987146","4.779576834585455","237.75147779110353","YNCP","-59.648479461651675","0.9410489990061283","7.9934567606027205","-53.48100050749444","-627","3.646901885064356","-11.67303373903755","null","CDJW","1","-14.493449623435726","65.56010968365337","-3.0782153611996286","1"
"42","-78.14410492591226","40.637543576934846","6.257758370713468","14.868184848381844","0","155.14312986930454","0.5538102212800564","-0.31595582798058724","-0.9561997956805786","-2.107071000485518","-14.724081632095077","NAAU","47","1.1532628366592028","4.447055326065454","null","PWEH","-16.809032149600423","3.5609698536189143","-1.920323245039557","-18.71572114531787","871","10.38772550148431","0.891779570132462","0.06028131850033872","CDJW","0","4.209282328299106","53.4180262362657","4.595149277339418","0"
"43","-78.14410492591226","40.637543576934846","6.257758370713468","14.868184848381844","0","155.14312986930454","0.5538102212800564","-0.31595582798058724","-0.9561997956805786","-2.107071000485518","-14.724081632095077","NAAU","47","1.1532628366592028","4.445375924507273","17.15307905348436","PWEH","-16.809032149600423","3.5609698536189143","-1.920323245039557","-18.71572114531787","871","10.38772550148431","0.891779570132462","null","CDJW","0","4.209282328299106","53.4180262362657","4.595149277339418","0"
"44","-21.914291008917637","-66.89502872515179","-21.41193427798126","5.083685862462234","1","-171.10507413694236","-3.146335858748874","2.6918365168820038","-4.4590226818034235","-4.838180094947105","24.862951462882172","AQDH","8414","-5.519802778312133","3.1068928826363633","-82.09890270140535","XCYU","-23.387797702020936","1.2175562979677967","-6.882630431689882","-5.248531031343962","-114","18.50012631765301","-5.066425161171838","null","ASCZ","1","-5.050575160679091","-34.136319346666845","-57.138880629814416","2"
"45","-43.9631118820718","130.39702578087335","-12.452779893743497","-6.729420171548254","1","223.93738694076546","3.1497547781284365","-2.7652903590787776","-2.542770750967378","-20.252229892750528","-41.076582295886006","NAAU","17574","-3.395258339809069","0.045343842070909086","-50.49944631742009","VVQP","-13.548026673035347","-1.6117140463064905","-12.693723929969309","-10.529282323284106","-584","24.160486985046713","5.071930517226078","null","ASCZ","0","24.97351037455124","-19.794885128546184","-89.37352385874432","2"
"46","28.681235564764933","-49.520747404041366","63.844699722912445","-13.325261473463936","1","145.81705299583456","1.9163259991756223","7.954094769365113","-13.236203813443215","-2.7292630826401014","-40.62053262031012","QQNT","-12392","-2.17517557434757","4.099419203521818","-32.35251964771128","YNCP","50.85734328769038","-3.191435597719171","18.658083958282038","6.86923226572548","1200","-6.819981561061283","3.0857869900423935","null","ASCZ","0","9.050721690497463","-104.53083720263372","43.55488340134612","2"
"47","248.15146541077442","25.061407656640608","6.758577478561272","8.253674426221654","0","-24.107078646030743","2.2043229658677186","-4.838808848813168","0.9341919473468926","1.403625359874558","12.024953783135569","LCAS","7304","5.509380232544287","6.235617985529091","81.94388274774732","PWEH","-18.88585920328093","1.9767769982063028","-24.16159926139197","59.432936532234876","197","-12.733570348802845","3.5495375697310525","null","CDJW","1","-30.257095825132833","-96.80933384342522","30.247536488525988","2"
"48","-108.93341908390671","-30.272590178297165","-59.30681374432047","-38.70442856670858","1","-57.548996307074674","-2.4385035320387014","2.4373465712357003","-2.9501937220851877","-21.70371044524391","-19.975200102847925","AQDH","12853","-8.207408141387775","0.026870424930909086","-122.07305758785826","VVQP","70.71466468256136","-9.26981368156692","1.2068272499720407","-26.0898438457179","-908","40.284927114992165","-3.9266296431684773","0.8062655992883974","CDJW","1","-0.9833746605681606","65.22035614505504","55.38115308797057","2"
"49","-118.86456909891342","-28.317629077970174","-7.622884684112468","-1.414250896814729","1","-57.412249851235195","-1.98834773873673","-1.1253013323301357","-13.678528269064493","-6.103758420580814","-12.97374153899374","NAAU","4412","-1.884107088038984","2.4939113139","null","XCYU","-15.217072142953159","-0.3387168548391339","10.32392969774854","-28.46838071051922","487","27.209522033328756","-3.201760862459453","0.6370754781117255","CDJW","0","4.525213624076402","139.96739326775707","-25.067564444889946","2"
"50","-87.85524997089256","-73.27028635735728","40.65849287906068","15.148813217055785","1","130.03589763645425","2.7924366254035133","-1.36263575344857","-16.700009398207847","-5.412592423615602","-22.91406993985903","LCAS","-16845","4.1251925494010955","2.8281122239781813","61.35613813387075","ITRV","-70.08804719052165","3.628181095011768","-1.8682026030353576","-21.041566234156026","-863","42.06573923334422","4.496554663921955","null","CDJW","0","-34.72374665223473","25.824409470005875","1.3407798826202804","1"
"51","-236.36906736084404","118.99450927460181","-41.25527015665842","-41.4834506144376","1","-151.31139680880526","2.6245757546503112","1.9260770460771475","-7.6409010934989485","5.570075878699944","-21.16284688179901","AQDH","-53288","9.310932705348979","7.760514600358181","138.48635339640254","ZFBS","-23.25449878608796","-9.935396860375889","3.88220480485465","-56.6110208351429","1299","0.34445078571139837","4.226254677734715","-2.229361720541357","CDJW","0","-43.12606874934584","50.79791492660507","74.43968549785914","0"
"52","10.643639146034909","-10.315289206243003","-54.4730600272374","2.010081245467111","0","-25.705529422018003","-0.026342722869682794","5.913124546981641","9.209739301905511","7.8958913945858935","32.32210516396441","QQNT","-7170","-2.8195272245347867","8.371816767536362","null","YNCP","13.850046855281823","0.48141980957495","1.6123361837649737","2.5491799082917583","-1565","-18.573982431825193","-0.04241868635531136","null","ASCZ","0","-8.011308335157437","146.4991248926208","-4.125351884910848","2"
"53","53.70307474710029","25.783898887789512","-51.9069948433661","-57.140030944511004","1","-48.31583042282352","-0.631229684059983","7.870787609967946","-11.683354737562716","-4.719859718004381","-31.250841202571475","NAAU","-4857","-4.606305196562201","3.1539161262654543","-68.51197720893519","YNCP","41.43183101715357","-13.685189530744928","5.401727971514818","12.862029356735349","882","-9.548183397379432","-1.0164451912872865","null","ASCZ","0","26.579470512971035","-93.02594913939103","43.19673452258019","2"
"54","355.0273669863183","-62.43278835380884","-106.56658737647076","-88.98472370053943","1","106.88178923622283","0.7999684530362005","1.5496936334523008","-4.15173766223898","-4.932113542915433","-39.45707218101728","QQNT","37013","-9.778267154161","3.0548314343327267","-145.43726214857452","YNCP","-13.5280891088299","-21.31207822350391","0.8368887215295141","85.02999945769479","1066","-6.262975663137174","1.2881588236476342","null","ASCZ","0","60.28707675253959","-3.144777781889646","113.45798114962417","2"
"55","45.409020601641224","-62.79553788468887","6.193424579958407","31.50546370262966","1","473.29911737506757","2.9438759677332054","-4.010807013543433","-2.8934151575434326","-3.6040704486201114","-22.63637726260323","QQNT","21687","1.2219367043764477","3.671171806185454","18.174501269147527","XCYU","-11.379809525919544","7.5456424313664066","-0.7521682345999968","10.875581310555141","-247","-7.939071827026631","4.740411686444517","-1.2000260118122192","CDJW","1","-24.233941479987372","75.97947464172498","99.41422255163","0"
"56","183.43631308683925","11.10395826018402","-49.975319260905216","-36.56191086458888","0","-4.647144103403659","-2.334228016506356","-4.183731704802211","-0.21370221608896417","-5.577308755865138","9.679020615729382","USGL","19858","1.8348387510709656","2.7458215476272727","null","PWEH","-27.820152597104705","-8.756674988048223","-1.4179933509742515","43.93348528226715","-415","11.28327922804088","-3.758718740040253","null","ASCZ","1","-7.6316547314034375","-9.213690323811669","0.6691798356709207","2"
"57","174.5360759855496","-49.729108200003004","-114.0291503859172","-37.6516843441219","1","35.64825507977759","9.167185912935784","-1.103577463237606","-18.84008867712847","-5.150289368681066","-6.9310932515009345","LCAS","-569","-4.034258737991135","2.950708537725454","-60.00363217758056","YNCP","37.49275327715697","-9.017678637616973","18.56673630875499","41.80185480453787","1363","-8.367030348528708","14.761571380655615","null","ASCZ","0","-39.152978736823115","-45.81670435507061","-75.71472172923609","2"
"58","49.23142563855289","-46.63795666714419","6.758269547013286","-11.844524596992702","1","-121.54231707193749","6.488675483084792","3.63692200783861","-8.041086589752759","-7.370161857795729","-40.855705618858686","QQNT","11005","-13.993869433595982","1.9363499965836364","-208.1381113033673","XCYU","-43.72271979694469","-2.836795173751765","-2.605781177579262","11.791057491939812","-337","-33.647079252586174","10.448467743444267","0.4728024419248727","ASCZ","0","37.963550680936656","-50.902134663999064","1.100425882848286","2"
"59","286.71870354909373","-9.339595938298787","72.12141933159504","-1.265924116297267","1","-164.88612901161017","-4.6724937092371315","-0.5080639050001923","12.048770515977244","0.9838961897437851","0.5279156858246195","NBAE","22331","0.47458789024585396","6.002181168941818","7.058792965873666","PWEH","-45.00474986720056","-0.3031921960261575","-9.033809788340982","68.6698927303537","835","12.760895535152779","-7.523939196786681","0.44570973602950836","CDJW","1","29.91281902286508","1.8696716749267448","148.82948534761601","2"
